asv_id	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV02601	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae		
ASV02602	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinellus	xanthothrix
ASV02603	Fungi	Basidiomycota	Agaricomycetes				
ASV02605	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Ophiocordycipitaceae	Hirsutella	minnesotensis
ASV02610	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	tanneri
ASV02613	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	
ASV02614	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodosporidiobolus	odoratus
ASV02617	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae		
ASV02622	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Gymnoascaceae	Arachniotus	hebridensis
ASV02623	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Humicola	nigrescens
ASV02624	Fungi	Ascomycota	Leotiomycetes	Helotiales	Pezizellaceae	Chalara	hyalina
ASV02625	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Mrakiaceae	Udeniomyces	pyricola
ASV02627	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Didymella	glomerata
ASV02629	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Conocybe	monikae
ASV02630	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	citrinum
ASV02633	Fungi	Ascomycota	Leotiomycetes	Helotiales	Ploettnerulaceae	Cadophora	
ASV02634	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	
ASV02635	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	flanaganii
ASV02637	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	
ASV02638	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinopsis	
ASV02639	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Naganishia	globosa
ASV02643	Fungi	Ascomycota	Leotiomycetes	Helotiales			
ASV02648	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Ophiocordycipitaceae		
ASV02654	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Knufia	marmoricola
ASV02659	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	clavatophorus
ASV02660	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Pseudogymnoascus	roseus
ASV02661	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Setophoma	terrestris
ASV02664	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae		
ASV02665	Fungi	Ascomycota	Dothideomycetes	Dothideales			
ASV02668	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	
ASV02676	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Dioszegia	
ASV02677	Fungi	Ascomycota	Dothideomycetes	Dothideales	Saccotheciaceae	Saccothecium	rubi
ASV02681	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	citrinum
ASV02683	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Sulcispora	supratumida
ASV02686	Fungi	Ascomycota	Dothideomycetes	Dothideales	Dothideaceae	Endoconidioma	rosae-hissaricae
ASV02693	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Battarrea	phalloides
ASV02698	Fungi						
ASV02700	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Neosetophoma	poaceicola
ASV02706	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV02707	Fungi	Basidiomycota					
ASV02708	Fungi	Basidiomycota					
ASV02709	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Sporobolomyces	cellobiolyticus
ASV02712	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	papavericola
ASV02713	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Podoscyphaceae	Hypochnicium	
ASV02714	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae		
ASV02716	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Hebeloma	mesophaeum
ASV02717	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Melanommataceae	Herpotrichia	
ASV02718	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV02720	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Clitopilus	
ASV02722	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Neocamarosporiaceae	Neocamarosporium	salsolae
ASV02723	Fungi	Basidiomycota	Agaricomycetes	Gloeophyllales	Gloeophyllaceae	Gloeophyllum	trabeum
ASV02731	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Schizoporaceae	Lyomyces	
ASV02735	Fungi	Ascomycota	Leotiomycetes	Helotiales	Erysiphaceae	Golovinomyces	artemisiae
ASV02736	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Leptospora	clematidis
ASV02738	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Conocybe	
ASV02739	Fungi	Ascomycota					
ASV02741	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Conocybe	monikae
ASV02744	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Trichomonascaceae	Starmerella	etchellsii
ASV02746	Fungi	Ascomycota					
ASV02747	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales			
ASV02750	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Parastagonospora	nodorum
ASV02759	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Mrakiaceae	Itersonilia	perplexans
ASV02760	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Pithoascus	ater
ASV02767	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Spiromastigaceae	Spiromastigoides	gypsea
ASV02772	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Phialomyces	
ASV02776	Fungi						
ASV02780	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Sporormiella	megalospora
ASV02781	Fungi	Ascomycota					
ASV02782	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	clavatophorus
ASV02783	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae		
ASV02784	Fungi	Ascomycota	Sordariomycetes		Papulosaceae	Papulosa	
ASV02788	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Plectosphaerella	cucumerina
ASV02789	Fungi	Ascomycota	Sordariomycetes	Sordariales	Podosporaceae	Podospora	pyriformis
ASV02793	Fungi	Ascomycota					
ASV02795	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Cyphellophoraceae	Cyphellophora	sambuci
ASV02797	Fungi	Ascomycota	Pezizomycetes	Pezizales		Coprotus	
ASV02798	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Naganishia	randhawae
ASV02799	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Furcasterigmium	furcatum
ASV02800	Fungi	Ascomycota	Dothideomycetes	Dothideales	Dothideaceae	Dothidea	
ASV02803	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae	Leptosphaeria	cirsii
ASV02808	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	bialowiezense
ASV02812	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	leonuri
ASV02815	Fungi	Ascomycota	Leotiomycetes	Helotiales	Myxotrichaceae	Oidiodendron	tenuissimum
ASV02817	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lentitheciaceae	Keissleriella	rosacearum
ASV02821	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	longicatenatum
ASV02824	Fungi	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Ochroconis	longiphorum
ASV02825	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae	Plenodomus	
ASV02826	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae		
ASV02827	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae		
ASV02828	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Cunninghamellaceae	Absidia	
ASV02831	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Neodidymelliopsis	cannabis
ASV02832	Fungi	Ascomycota	Leotiomycetes	Helotiales	Myxotrichaceae	Myxotrichum	chartarum
ASV02833	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV02835	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Beauveria	bassiana
ASV02836	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	okavangoensis
ASV02839	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Sarocladiaceae	Sarocladium	liquanense
ASV02841	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	longisporopsis
ASV02843	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Conocybe	
ASV02846	Fungi	Ascomycota					
ASV02848	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Thelephora	galzinii
ASV02849	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Auriculariaceae	Auricularia	
ASV02850	Fungi	Ascomycota	Leotiomycetes	Phacidiales	Phacidiaceae		
ASV02853	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeria	
ASV02856	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	oetziana
ASV02857	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Muriphaeosphaeria	ambrosiae
ASV02860	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Spiromastigaceae		
ASV02861	Fungi	Ascomycota	Sordariomycetes	Xylariales	Diatrypaceae	Monosporascus	
ASV02866	Fungi	Ascomycota	Sordariomycetes	Ophiostomatales	Ophiostomataceae	Sporothrix	
ASV02871	Fungi	Ascomycota					
ASV02873	Fungi	Ascomycota	Sordariomycetes	Hypocreales			
ASV02874	Fungi	Basidiomycota	Cystobasidiomycetes	Erythrobasidiales	Erythrobasidiaceae	Bannoa	
ASV02876	Fungi	Ascomycota					
ASV02877	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV02883	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Septoria	
ASV02885	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Periglandula	
ASV02887	Fungi	Basidiomycota	Cystobasidiomycetes		Symmetrosporaceae	Symmetrospora	vermiculata
ASV02890	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinaceae	Sebacina	
ASV02891	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Schizophyllaceae	Schizophyllum	
ASV02893	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Chrysosporium	tropicum
ASV02894	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae		
ASV02896	Fungi	Ascomycota	Dothideomycetes	Coniosporiales	Coniosporiaceae	Coniosporium	
ASV02898	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Botryotrichum	atrogriseum
ASV02899	Fungi						
ASV02905	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Dioszegia	
ASV02907	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	subcucurbitae
ASV02908	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Pithoascus	ater
ASV02909	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	lacus
ASV02910	Fungi	Kickxellomycota	Ramicandelaberomycetes	Ramicandelaberales	Ramicandelaberaceae	Ramicandelaber	
ASV02911	Fungi	Basidiomycota	Microbotryomycetes		Chrysozymaceae	Chrysozyma	sambuci
ASV02914	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Mrakiaceae	Tausonia	pullulans
ASV02915	Fungi	Ascomycota	Eurotiomycetes	Arachnomycetales	Arachnomycetaceae	Arachnomyces	
ASV02917	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Agaricus	
ASV02918	Fungi	Basidiomycota	Agaricomycetes	Geastrales	Geastraceae	Geastrum	fornicatum
ASV02920	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae		
ASV02921	Fungi	Ascomycota	Sordariomycetes	Hypocreales		Bulbithecium	truncatum
ASV02923	Fungi						
ASV02924	Fungi	Kickxellomycota	Kickxellomycetes	Kickxellales	Kickxellaceae	Spiromyces	
ASV02925	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Acrophialophora	levis
ASV02927	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Tulostoma	giovanellae
ASV02928	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Octospora	
ASV02929	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Camarosporidiellaceae	Camarosporidiella	
ASV02930	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Tulostoma	kotlabae
ASV02931	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Mrakiaceae	Udeniomyces	
ASV02932	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	
ASV02935	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pulvinulaceae	Pulvinula	
ASV02940	Fungi	Ascomycota	Eurotiomycetes				
ASV02941	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	
ASV02944	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	
ASV02946	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	Powellomycetaceae	Powellomyces	
ASV02947	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Oedocephalum	
ASV02950	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Dothidotthiaceae	Thyrostroma	
ASV02952	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lentitheciaceae	Pseudomurilentithecium	
ASV02953	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales			
ASV02955	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Chaetasbolisia	longiseta
ASV02956	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae		
ASV02957	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Gymnoascaceae	Pseudoarachniotus	trochleosporus
ASV02958	Fungi	Ascomycota					
ASV02961	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV02975	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Cutaneotrichosporon	debeurmannianum
ASV02977	Fungi	Ascomycota					
ASV02979	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	
ASV02981	Fungi	Ascomycota					
ASV02982	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Mrakiaceae	Tausonia	pullulans
ASV02983	Fungi	Blastocladiomycota	Blastocladiomycetes	Blastocladiales			
ASV02984	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae		
ASV02985	Fungi	Ascomycota	Sordariomycetes	Xylariales	Microdochiaceae	Microdochium	bolleyi
ASV02987	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Paraphoma	chlamydocopiosa
ASV02989	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Constantinomyces	
ASV02992	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Cunninghamellaceae	Absidia	longissima
ASV02993	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV02994	Fungi						
ASV02995	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Clavulinaceae		
ASV02996	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Setophoma	terrestris
ASV02999	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae		
ASV03000	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Comoclathris	acuminata
ASV03003	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Sarocladiaceae	Sarocladium	liquanense
ASV03006	Fungi	Calcarisporiellomycota	Calcarisporiellomycetes	Calcarisporiellales	Calcarisporiellaceae		
ASV03007	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	
ASV03008	Fungi	Glomeromycota	Paraglomeromycetes	Paraglomerales	Pervetustaceae	Pervetustus	simplex
ASV03009	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales			
ASV03011	Fungi	Ascomycota	Pezizomycetes	Pezizales			
ASV03012	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	cubense
ASV03013	Fungi	Basidiomycota	Microbotryomycetes		Chrysozymaceae		
ASV03014	Fungi	Glomeromycota	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	
ASV03016	Fungi	Ascomycota	Leotiomycetes	Helotiales	Dermateaceae	Cryptosporiopsis	
ASV03017	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodosporidiobolus	ruineniae
ASV03018	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	pseudoreducta
ASV03019	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Sclerostagonospora	
ASV03020	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Irpicaceae	Irpex	laceratus
ASV03021	Fungi	Ascomycota	Leotiomycetes	Helotiales	Myxotrichaceae	Oidiodendron	maius
ASV03024	Fungi	Ascomycota	Leotiomycetes	Helotiales	Arachnopezizaceae	Arachnoscypha	aranea
ASV03025	Fungi	Ascomycota	Dothideomycetes				
ASV03028	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae		
ASV03030	Fungi	Chytridiomycota					
ASV03035	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae		
ASV03036	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae		
ASV03038	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Plectosphaerella	cucumerina
ASV03047	Fungi	Ascomycota	Leotiomycetes	Helotiales	Myxotrichaceae	Oidiodendron	cereale
ASV03048	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	elongatula
ASV03057	Fungi						
ASV03058	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	quercicola
ASV03061	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae		
ASV03063	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Leucothecium	emdenii
ASV03064	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetaceae	Hymenochaete	boidinii
ASV03066	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Pleospora	leptosphaerulinoides
ASV03067	Fungi	Basidiomycota	Agaricomycetes				
ASV03069	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Tilachlidiaceae	Psychronectria	
ASV03072	Fungi	Ascomycota	Dothideomycetes	Dothideales	Dothideaceae	Paramycocentrospora	acericola
ASV03073	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Conocybe	olivaceopileata
ASV03079	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Oliveoniaceae	Oliveonia	
ASV03080	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Tulostoma	dunense
ASV03081	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeria	tofieldiae
ASV03084	Fungi	Ascomycota	Leotiomycetes	Helotiales			
ASV03086	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae		
ASV03089	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Gelatoporiaceae	Sebipora	aquosa
ASV03090	Fungi	Basidiomycota	Cystobasidiomycetes				
ASV03091	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Gymnoascaceae	Gymnoascus	
ASV03095	Fungi						
ASV03096	Fungi	Ascomycota	Sordariomycetes	Xylariales	Diatrypaceae	Monosporascus	
ASV03099	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Amaurodon	
ASV03110	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Pseudosperma	
ASV03111	Fungi	Ascomycota	Dothideomycetes	Myriangiales			
ASV03114	Fungi	Ascomycota	Sordariomycetes	Xylariales	Diatrypaceae	Monosporascus	
ASV03115	Fungi						
ASV03116	Fungi						
ASV03120	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Dactylonectria	macrodidyma
ASV03122	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Saksenaeaceae	Apophysomyces	jiangsuensis
ASV03125	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Syncephalastraceae	Syncephalastrum	racemosum
ASV03128	Fungi	Ascomycota	Sordariomycetes	Savoryellales	Savoryellaceae	Savoryella	verrucosa
ASV03130	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae		
ASV03132	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	obclavata
ASV03133	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lentitheciaceae	Pseudomurilentithecium	
ASV03135	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae		
ASV03136	Fungi	Chytridiomycota					
ASV03141	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	fuscum
ASV03147	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Schizoporaceae	Lyomyces	
ASV03148	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Kurtzmaniella	
ASV03150	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Neosetophoma	
ASV03154	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Octospora	
ASV03155	Fungi	Ascomycota	Leotiomycetes	Helotiales	Cenangiaceae	Cenangiopsis	raghavanii
ASV03157	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	heimaeyensis
ASV03158	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Zygosaccharomyces	rouxii
ASV03160	Fungi	Basidiomycota	Agaricostilbomycetes	Agaricostilbales	Kondoaceae	Bensingtonia	
ASV03162	Fungi	Ascomycota					
ASV03164	Fungi						
ASV03165	Fungi	Basidiomycota	Cystobasidiomycetes		Symmetrosporaceae	Symmetrospora	
ASV03168	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Parastagonospora	
ASV03173	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinellus	deminutus
ASV03175	Fungi	Ascomycota					
ASV03180	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	solani
ASV03181	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	xishuangbannaensis
ASV03183	Fungi	Ascomycota					
ASV03184	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lentitheciaceae	Poaceascoma	helicoides
ASV03185	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Septoglomus	
ASV03186	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae		
ASV03187	Fungi	Ascomycota	Leotiomycetes	Chaetomellales	Chaetomellaceae	Chaetomella	raphigera
ASV03189	Fungi	Basidiomycota	Wallemiomycetes	Wallemiales	Wallemiaceae	Wallemia	mellicola
ASV03190	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
ASV03192	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	
ASV03193	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactarius	
ASV03194	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae		
ASV03196	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae		
ASV03200	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	sclerotiorum
ASV03204	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	fischeri
ASV03205	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Trimorphomycetaceae	Saitozyma	podzolica
ASV03206	Fungi	Ascomycota					
ASV03207	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Marcelleina	
ASV03208	Fungi	Ascomycota				Hormiactis	
ASV03211	Fungi	Ascomycota					
ASV03212	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales		Diutina	catenulata
ASV03214	Fungi	Ascomycota	Sordariomycetes	Hypocreales		Bulbithecium	truncatum
ASV03221	Fungi	Ascomycota	Pezizomycetes	Pezizales	Tuberaceae	Tuber	formosanum
ASV03222	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Tulostoma	
ASV03223	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinopsis	pachyderma
ASV03226	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Saksenaeaceae	Apophysomyces	jiangsuensis
ASV03227	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Leptobacillium	leptobactrum
ASV03229	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Rhynchogastremaceae	Papiliotrema	pseudoalba
ASV03231	Fungi	Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Limonomyces	roseipellis
ASV03232	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Stolonocarpus	
ASV03233	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetaceae	Hymenochaete	acerosa
ASV03234	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Agaricus	
ASV03237	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Pseudeurotium	
ASV03242	Fungi	Ascomycota				Tricellula	
ASV03243	Fungi	Basidiomycota	Geminibasidiomycetes	Geminibasidiales	Geminibasidiaceae	Basidioascus	persicus
ASV03245	Fungi						
ASV03246	Fungi	Ascomycota	Sordariomycetes	Hypocreales		Stanjemonium	
ASV03248	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Stolonocarpus	
ASV03249	Fungi	Chytridiomycota					
