asv_id	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV00394	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Didymella	glomerata
ASV00396	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Tulostoma	
ASV00397	Fungi	Ascomycota	Dothideomycetes			Monodictys	putredinis
ASV00398	Fungi						
ASV00399	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Pseudocercospora	
ASV00400	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Tulosesus	sabulicola
ASV00401	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Microsphaeropsidaceae		
ASV00403	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Dominikia	aurea
ASV00405	Fungi						
ASV00406	Fungi	Calcarisporiellomycota	Calcarisporiellomycetes	Calcarisporiellales	Calcarisporiellaceae		
ASV00407	Fungi	Ascomycota	Dothideomycetes	Myriangiales			
ASV00408	Fungi						
ASV00410	Fungi	Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Marchandiobasidium	
ASV00411	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lentitheciaceae	Darksidea	beta
ASV00412	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Paraphoma	chlamydocopiosa
ASV00413	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Aporospora	
ASV00415	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Comoclathris	italica
ASV00416	Fungi						
ASV00417	Fungi						
ASV00418	Fungi						
ASV00420	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae		
ASV00421	Fungi						
ASV00422	Fungi						
ASV00423	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Podila	humilis
ASV00424	Fungi						
ASV00425	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Neocamarosporiaceae	Neocamarosporium	
ASV00426	Fungi	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Cladosporium	
ASV00427	Fungi						
ASV00428	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Trematosphaeriaceae		
ASV00429	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Trichophaeopsis	
ASV00430	Fungi						
ASV00431	Fungi	Rozellomycota					
ASV00432	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	crusticola
ASV00435	Fungi	Ascomycota	Eurotiomycetes				
ASV00436	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Neocamarosporiaceae	Neocamarosporium	lamiacearum
ASV00437	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae		
ASV00438	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinellus	radians
ASV00439	Fungi						
ASV00440	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lentitheciaceae	Keissleriella	cirsii
ASV00441	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Dictyosporiaceae	Pseudocoleophoma	
ASV00442	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	vandermerwei
ASV00443	Fungi						
ASV00444	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae		
ASV00445	Fungi	Ascomycota	Dothideomycetes				
ASV00446	Fungi	Ascomycota					
ASV00447	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Dematiopleospora	salsolae
ASV00449	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Mrakiaceae	Udeniomyces	
ASV00451	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	Lophiostoma	
ASV00452	Fungi						
ASV00453	Fungi						
ASV00455	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae		
ASV00456	Fungi						
ASV00457	Fungi						
ASV00458	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Dematiopleospora	salsolae
ASV00459	Fungi						
ASV00460	Fungi	Ascomycota					
ASV00461	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Naganishia	albida
ASV00462	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Conocybe	monikae
ASV00463	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Paracamarosporium	
ASV00464	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	Astragalicola	amorpha
ASV00465	Fungi						
ASV00466	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae	Volvariella	
ASV00469	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Dominikia	
ASV00470	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Schizophyllaceae	Schizophyllum	
ASV00471	Fungi	Ascomycota	Pezizomycetes	Pezizales	Ascobolaceae	Ascobolus	
ASV00473	Fungi	Ascomycota	Dothideomycetes			Monodictys	putredinis
ASV00474	Fungi	Ascomycota					
ASV00475	Fungi						
ASV00476	Fungi						
ASV00477	Fungi	Ascomycota	Dothideomycetes			Monodictys	putredinis
ASV00478	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	melanus
ASV00479	Fungi						
ASV00481	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Scutellinia	
ASV00482	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Sporormiella	pulchella
ASV00483	Fungi						
ASV00485	Fungi						
ASV00486	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	
ASV00487	Fungi						
ASV00488	Fungi	Mucoromycota					
ASV00490	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Neosetophoma	rosigena
ASV00491	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	crusticola
ASV00492	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	subcucurbitae
ASV00493	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Crepidotaceae	Crepidotus	
ASV00494	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Melanommataceae		
ASV00495	Fungi	Ascomycota				Tricellula	
ASV00496	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae		
ASV00497	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Conocybe	
ASV00498	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	tephrensis
ASV00499	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae		
ASV00502	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	
ASV00505	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	
ASV00506	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae		
ASV00507	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
ASV00509	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Laburnicola	
ASV00510	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	tanneri
ASV00511	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Pichia	membranifaciens
ASV00512	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales			
ASV00518	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pseudombrophilaceae		
ASV00519	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Comoclathris	rosae
ASV00525	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae		
ASV00526	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	frequens
ASV00527	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV00528	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Dematiopleospora	
ASV00529	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Thelebolaceae	Thelebolus	globosus
ASV00530	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Neosetophoma	
ASV00531	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Dominikia	
ASV00533	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae		
ASV00535	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinopsis	calospora
ASV00536	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae		
ASV00537	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Clitopilus	
ASV00538	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Dematiopleospora	salsolae
ASV00540	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Didymella	glomerata
ASV00541	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Mrakiaceae	Udeniomyces	puniceus
ASV00542	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Cunninghamellaceae	Halteromyces	radiatus
ASV00545	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	
ASV00547	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Sporormiella	intermedia
ASV00548	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	raperi
ASV00550	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae	Volvariella	
ASV00552	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	
ASV00554	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Conocybe	monikae
ASV00555	Fungi	Basidiomycota	Agaricomycetes	Geastrales			
ASV00556	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	levitum
ASV00558	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	
ASV00560	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae		
ASV00561	Fungi	Ascomycota	Dothideomycetes			Monodictys	putredinis
ASV00562	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Amniculicolaceae	Murispora	
ASV00563	Fungi	Ascomycota					
ASV00565	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	sydowii
ASV00570	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	yunnanensis
ASV00572	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Dothidotthiaceae	Thyrostroma	cornicola
ASV00575	Fungi	Ascomycota	Eurotiomycetes	Onygenales		Diploospora	
ASV00576	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Kalmusia	
ASV00578	Fungi						
ASV00579	Fungi	Basidiomycota	Agaricomycetes	Trechisporales	Hydnodontaceae		
ASV00581	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Trematosphaeriaceae		
ASV00582	Fungi	Ascomycota	Eurotiomycetes	Arachnomycetales	Arachnomycetaceae	Arachnomyces	
ASV00584	Fungi	Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Marchandiobasidium	
ASV00585	Fungi	Ascomycota					
ASV00588	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Conocybe	monikae
ASV00589	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Spiromastigaceae		
ASV00593	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Coprinus	trigonosporus
ASV00594	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Comoclathris	italica
ASV00595	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Pseudopithomyces	
ASV00598	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae		
ASV00600	Fungi	Chytridiomycota					
ASV00601	Fungi	Ascomycota	Eurotiomycetes	Arachnomycetales	Arachnomycetaceae	Arachnomyces	
ASV00605	Fungi	Ascomycota	Dothideomycetes	Dothideales		Pringsheimia	
ASV00606	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinopsis	
ASV00608	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Aporospora	
ASV00611	Fungi	Ascomycota	Leotiomycetes	Helotiales		Tetracladium	
ASV00612	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae	Plenodomus	confertus
ASV00613	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Neodevriesiaceae	Neodevriesia	
ASV00614	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Naganishia	albida
ASV00615	Fungi	Ascomycota					
ASV00616	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Aporospora	
ASV00619	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	indefessa
ASV00623	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Dictyosporiaceae		
ASV00624	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Dominikia	
ASV00627	Fungi	Ascomycota					
ASV00630	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Dematiopleospora	salsolae
ASV00632	Fungi						
ASV00633	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Clitopilus	
ASV00634	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	wentii
ASV00635	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Neocamarosporiaceae	Neocamarosporium	leipoldtiae
ASV00638	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Trematosphaeriaceae	Trematosphaeria	
ASV00641	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae		
ASV00644	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae	Leptosphaeria	sclerotioides
ASV00646	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Comoclathris	
ASV00647	Fungi	Olpidiomycota	Olpidiomycetes	Olpidiales	Olpidiaceae	Olpidium	
ASV00649	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Paraphoma	chlamydocopiosa
ASV00650	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales			
ASV00653	Fungi	Ascomycota	Dothideomycetes			Monodictys	putredinis
ASV00654	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	jensenii
ASV00655	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales			
ASV00658	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Tulostoma	
ASV00659	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	
ASV00662	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Dominikia	
ASV00666	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae		
ASV00667	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	gamsii
ASV00670	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Neosetophoma	
ASV00671	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	penicillioides
ASV00673	Fungi	Calcarisporiellomycota	Calcarisporiellomycetes	Calcarisporiellales	Calcarisporiellaceae	Calcarisporiella	thermophila
ASV00675	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Comoclathris	
ASV00676	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV00677	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Psathyrella	
ASV00678	Fungi	Ascomycota	Leotiomycetes	Helotiales	Calloriaceae		
ASV00682	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Conocybe	
ASV00683	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV00685	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Botrytis	caroliniana
ASV00686	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	
ASV00687	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Coniothyriaceae	Hazslinszkyomyces	
ASV00689	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Montagnea	arenaria
ASV00695	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pseudombrophilaceae	Lasiobolidium	spirale
ASV00697	Fungi	Ascomycota	Dothideomycetes	Dothideales	Saccotheciaceae	Aureobasidium	
ASV00698	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae		
ASV00700	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Paracamarosporium	
ASV00703	Fungi	Calcarisporiellomycota	Calcarisporiellomycetes	Calcarisporiellales	Calcarisporiellaceae	Calcarisporiella	
ASV00707	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Aporospora	
ASV00708	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV00709	Fungi	Rozellomycota					
ASV00710	Fungi	Ascomycota	Sordariomycetes	Magnaporthales			
ASV00712	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Neocamarosporiaceae	Neocamarosporium	
ASV00713	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Occultibambusaceae	Neooccultibambusa	thailandensis
ASV00714	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Kurtzmaniella	
ASV00716	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Sparticola	juncei
ASV00717	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Neosetophoma	rosigena
ASV00719	Fungi	Calcarisporiellomycota	Calcarisporiellomycetes	Calcarisporiellales	Calcarisporiellaceae	Calcarisporiella	
ASV00721	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	diversiformis
ASV00722	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV00725	Fungi	Ascomycota	Dothideomycetes	Dothideales	Saccotheciaceae	Aureobasidium	
ASV00730	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	tanneri
ASV00731	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	
ASV00734	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Melanommataceae		
ASV00735	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Didymella	
ASV00739	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae		
ASV00740	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Chaetosphaeronema	
ASV00743	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Neocamarosporiaceae	Neocamarosporium	lamiacearum
ASV00744	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Conocybe	monikae
ASV00746	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	tamarii
ASV00747	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Comoclathris	
ASV00749	Fungi	Ascomycota					
ASV00750	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Typhulaceae	Typhula	
ASV00755	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	Lophiostoma	
ASV00756	Fungi	Ascomycota	Dothideomycetes	Patellariales	Patellariaceae		
ASV00757	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Typhulaceae	Typhula	
ASV00759	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales			
ASV00761	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	alicantinum
ASV00762	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lyophyllaceae	Termitomyces	tigrinus
ASV00763	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Clitopilus	
ASV00766	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Comoclathris	rosae
ASV00768	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	africana
ASV00772	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	
ASV00776	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Paraphoma	
ASV00777	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	amoeboidea
ASV00779	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Sporormiella	pulchella
ASV00784	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Trichosporon	ovoides
ASV00787	Fungi	Kickxellomycota	Ramicandelaberomycetes	Ramicandelaberales	Ramicandelaberaceae	Ramicandelaber	
ASV00789	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pterulaceae	Pterulicium	
ASV00790	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Vacuiphoma	bulgarica
ASV00791	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Cunninghamellaceae	Absidia	cuneospora
ASV00792	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	procaviae
ASV00796	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae		
ASV00797	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Parabambusicolaceae	Neoaquastroma	
ASV00801	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	fallax
ASV00802	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Extremaceae	Petrophila	
ASV00805	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Filobasidium	
ASV00806	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Gymnostellatospora	
ASV00807	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Paraphaeosphaeria	sporulosa
ASV00808	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	
ASV00810	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Dominikia	disticha
ASV00813	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Melanommataceae	Herpotrichia	
ASV00814	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Didymella	fabae
ASV00818	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Lichtheimiaceae	Lichtheimia	ornata
ASV00819	Fungi	Ascomycota	Leotiomycetes	Helotiales		Crocicreas	
ASV00820	Fungi	Ascomycota				Tricellula	
ASV00822	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	fallax
ASV00826	Fungi	Basidiomycota	Cystobasidiomycetes	Cystobasidiales	Cystobasidiaceae	Occultifur	externus
ASV00831	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Lichtheimiaceae	Lichtheimia	ornata
ASV00832	Fungi	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Cladosporium	cladosporioides
ASV00835	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Comoclathris	italica
ASV00836	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Marcelleina	
ASV00839	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	oxalicum
ASV00841	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae		
ASV00843	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Neosetophoma	
ASV00846	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae		
ASV00847	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	jensenii
ASV00849	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Leucoagaricus	leucothites
ASV00850	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	Lophiostoma	
ASV00856	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	iranicus
ASV00860	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Vacuiphoma	bulgarica
ASV00861	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Auxarthron	alboluteum
ASV00863	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Sclerostagonospora	
ASV00865	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Clitopilus	
ASV00867	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Montagnea	arenaria
ASV00870	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Dematiopleospora	salsolae
ASV00873	Fungi	Basidiomycota					
ASV00874	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	Lophiostoma	caryophyllacearum
ASV00876	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	
ASV00882	Fungi	Ascomycota	Sordariomycetes	Sordariales			
ASV00886	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Neocamarosporiaceae	Neocamarosporium	
ASV00887	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	obclavata
ASV00888	Fungi	Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Laetisaria	
ASV00890	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	terricola
ASV00892	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Neocamarosporiaceae	Neocamarosporium	
ASV00893	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	
ASV00895	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	
ASV00896	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Gymnoascaceae	Arachniotus	hebridensis
ASV00897	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	tetrastratosum
ASV00901	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	
ASV00906	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Ceratobasidium	
ASV00907	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	victoriae
ASV00908	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Conocybe	
ASV00909	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Latoruaceae	Polyschema	sclerotigenum
ASV00911	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV00912	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	
ASV00914	Fungi	Ascomycota				Triscelophorus	
ASV00917	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Funneliformis	caledonium
ASV00918	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	steckii
